ticker,yf_ticker,price_date,close,bb_mid_20,bb_upper_20_2,bb_lower_20_2,bb_percent_b,bb_bandwidth,bb_squeeze_flag,bb_status,rsi_14,rsi_status,kdj_k,kdj_d,kdj_j,kdj_status,volume_ratio_5_20,overheat_penalty,pullback_timing_bonus,breakout_confirmation_bonus,technical_timing_score,technical_signal,technical_warning_label,option_data_status,put_call_ratio,iv_rank_proxy,gamma_squeeze_status,gamma_squeeze_risk_label,official_decision_impact,vix_date,vix_close,vix_regime
AA,AA,2026-05-20,64.13999938964844,64.3,68.030428,60.569572,0.478555,0.116032,False,BB_MID,51.088980,RSI_NEUTRAL,36.621295,36.621295,36.621295,KDJ_NEUTRAL,1.024831,0,0,0,50.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
AAL,AAL,2026-05-20,12.949999809265137,12.314,13.445537,11.182463,0.781034,0.183781,False,BB_UPPER_HALF,65.422888,RSI_NEUTRAL,75.862061,75.862061,75.862061,KDJ_NEUTRAL,1.168028,0,0,0,50.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
AAPL,AAPL,2026-05-15,301.3951110839844,281.604755,304.456635,258.752875,0.933014,0.162298,False,BB_NEAR_UPPER,88.196700,RSI_OVERHEAT,100.0,100.0,100.0,KDJ_NEUTRAL,0.842732,10,0,10,30.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
ABR,ABR,2026-05-20,5.78000020980835,7.1345,9.13018,5.13882,0.160642,0.559445,False,BB_LOWER_HALF,20.224716,RSI_OVERSOLD,3.832757,3.832757,3.832757,KDJ_NEUTRAL,1.003088,0,10,0,70.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
ACLS,ACLS,2026-05-15,155.0449981689453,147.55675,172.871994,122.241507,0.6479,0.343126,False,BB_UPPER_HALF,61.661910,RSI_NEUTRAL,57.328157,57.328157,57.328157,KDJ_NEUTRAL,0.620239,0,0,0,50.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
ACM,ACM,2026-05-15,72.33999633789062,80.286999,90.277161,70.296836,0.102259,0.248861,False,BB_LOWER_HALF,27.693013,RSI_OVERSOLD,16.325133,16.325133,16.325133,KDJ_NEUTRAL,1.489811,0,10,0,70.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
ACMR,ACMR,2026-05-15,62.65999984741211,55.8745,66.464061,45.284938,0.820386,0.379048,False,BB_UPPER_HALF,66.857352,RSI_NEUTRAL,87.018631,87.018631,87.018631,KDJ_NEUTRAL,1.489452,0,0,0,50.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
ADBE,ADBE,2026-05-20,253.3699951171875,247.413501,260.531803,234.295199,0.72703,0.106044,False,BB_UPPER_HALF,55.716299,RSI_NEUTRAL,64.857558,64.857558,64.857558,KDJ_NEUTRAL,1.11981,0,0,0,50.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
ADMA,ADMA,2026-05-20,8.5600004196167,9.4975,11.822012,7.172988,0.298345,0.4895,False,BB_LOWER_HALF,29.832939,RSI_OVERSOLD,33.59748,33.59748,33.59748,KDJ_NEUTRAL,0.507878,0,10,0,70.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
ADSK,ADSK,2026-05-20,243.6300048828125,239.792,251.433436,228.150564,0.664842,0.097096,False,BB_UPPER_HALF,55.487509,RSI_NEUTRAL,61.453469,61.453469,61.453469,KDJ_NEUTRAL,0.97039,0,0,0,50.0,TECH_TIMING_V18_35D_RECOMPUTE,V18_35D_NOT_MERGED,NOT_AVAILABLE_RESERVED,,,NOT_AVAILABLE_RESERVED,NOT_AVAILABLE_RESERVED,NONE,,,
