date,open,high,low,close,adj_close,volume,ticker,source
2008-03-17,50.0,52.650001525878906,49.2400016784668,49.38999938964844,21.32242202758789,1988000,PM,yfinance
2008-03-18,49.849998474121094,52.0,47.75,49.599998474121094,21.4130859375,8067600,PM,yfinance
2008-03-19,49.599998474121094,51.0,46.900001525878906,50.099998474121094,21.62894058227539,3007700,PM,yfinance
2008-03-20,50.20000076293945,50.20000076293945,48.869998931884766,49.150001525878906,21.21881866455078,3007700,PM,yfinance
2008-03-24,49.810001373291016,51.0,49.810001373291016,51.0,22.017492294311523,1437000,PM,yfinance
2008-03-25,51.400001525878906,51.75,50.599998474121094,51.75,22.341276168823242,1100800,PM,yfinance
2008-03-26,51.70000076293945,52.470001220703125,50.29999923706055,50.29999923706055,21.715290069580078,2023200,PM,yfinance
2008-03-27,50.95000076293945,52.029998779296875,50.0,50.68000030517578,21.879331588745117,8653300,PM,yfinance
2008-03-28,50.95000076293945,52.5,50.560001373291016,51.060001373291016,22.043397903442383,9961200,PM,yfinance
2008-03-31,52.400001525878906,54.70000076293945,50.0,50.58000183105469,21.836164474487305,19408900,PM,yfinance
2008-04-01,51.099998474121094,52.189998626708984,49.0099983215332,50.58000183105469,21.836164474487305,23322500,PM,yfinance
2008-04-02,51.15999984741211,52.06999969482422,50.150001525878906,51.209999084472656,22.10814666748047,12944700,PM,yfinance
2008-04-03,51.0,51.5,50.400001525878906,51.04999923706055,22.039077758789062,12439100,PM,yfinance
2008-04-04,51.47999954223633,51.47999954223633,50.79999923706055,51.369998931884766,22.177215576171875,6651000,PM,yfinance
2008-04-07,51.599998474121094,51.599998474121094,50.5,50.66999816894531,21.87502098083496,7099300,PM,yfinance
2008-04-08,50.40999984741211,51.0099983215332,50.209999084472656,50.599998474121094,21.84480094909668,8283300,PM,yfinance
2008-04-09,50.5,50.59000015258789,49.150001525878906,49.380001068115234,21.318113327026367,8916200,PM,yfinance
2008-04-10,49.4900016784668,49.90999984741211,48.5,48.65999984741211,21.00726890563965,14321900,PM,yfinance
2008-04-11,48.4900016784668,48.88999938964844,48.08000183105469,48.33000183105469,20.86480712890625,11400700,PM,yfinance
2008-04-14,48.29999923706055,48.349998474121094,47.43000030517578,48.0,20.722339630126953,11532500,PM,yfinance
2008-04-15,47.779998779296875,48.349998474121094,47.779998779296875,48.20000076293945,20.80869483947754,9603400,PM,yfinance
2008-04-16,48.40999984741211,49.61000061035156,48.349998474121094,49.459999084472656,21.352649688720703,14837600,PM,yfinance
2008-04-17,49.720001220703125,50.0,49.41999816894531,49.849998474121094,21.521007537841797,6660700,PM,yfinance
2008-04-18,50.4900016784668,50.939998626708984,49.380001068115234,49.959999084472656,21.568510055541992,9630700,PM,yfinance
2008-04-21,50.20000076293945,50.88999938964844,49.130001068115234,50.630001068115234,21.857763290405273,6528300,PM,yfinance
2008-04-22,50.599998474121094,50.900001525878906,49.91999816894531,50.06999969482422,21.615989685058594,5504900,PM,yfinance
2008-04-23,51.0,52.34000015258789,50.900001525878906,52.0,22.449203491210938,13532300,PM,yfinance
2008-04-24,52.0,52.43000030517578,51.5,52.0,22.449203491210938,5847500,PM,yfinance
2008-04-25,52.13999938964844,52.18000030517578,50.75,51.29999923706055,22.146995544433594,11399700,PM,yfinance
2008-04-28,50.939998626708984,51.29999923706055,50.75,51.06999969482422,22.047710418701172,8382500,PM,yfinance
2008-04-29,51.439998626708984,52.20000076293945,50.2599983215332,52.0099983215332,22.453519821166992,12325300,PM,yfinance
2008-04-30,51.70000076293945,52.0099983215332,50.90999984741211,51.029998779296875,22.030441284179688,8733100,PM,yfinance
2008-05-01,50.83000183105469,51.16999816894531,50.619998931884766,50.75,21.90955352783203,7120800,PM,yfinance
2008-05-02,50.900001525878906,51.099998474121094,50.400001525878906,51.02000045776367,22.0261173248291,9291100,PM,yfinance
2008-05-05,50.869998931884766,51.630001068115234,50.630001068115234,50.810001373291016,21.93546485900879,8398500,PM,yfinance
2008-05-06,50.900001525878906,51.95000076293945,50.849998474121094,51.880001068115234,22.397403717041016,7588300,PM,yfinance
2008-05-07,51.970001220703125,52.20000076293945,51.310001373291016,51.689998626708984,22.31536293029785,6391400,PM,yfinance
2008-05-08,51.650001525878906,52.209999084472656,51.5,52.20000076293945,22.535554885864258,6669700,PM,yfinance
2008-05-09,51.900001525878906,52.459999084472656,51.529998779296875,51.83000183105469,22.37581443786621,5491700,PM,yfinance
2008-05-12,51.97999954223633,52.540000915527344,51.29999923706055,52.470001220703125,22.652114868164062,5851300,PM,yfinance
2008-05-13,52.41999816894531,52.84000015258789,52.040000915527344,52.459999084472656,22.647790908813477,5986600,PM,yfinance
2008-05-14,52.5099983215332,52.849998474121094,52.400001525878906,52.66999816894531,22.738445281982422,5381500,PM,yfinance
2008-05-15,52.5099983215332,53.310001373291016,52.099998474121094,53.25,22.988845825195312,8376500,PM,yfinance
2008-05-16,53.22999954223633,53.5,52.349998474121094,53.380001068115234,23.04498291015625,7172600,PM,yfinance
2008-05-19,53.4900016784668,53.95000076293945,52.93000030517578,53.630001068115234,23.152896881103516,6580200,PM,yfinance
2008-05-20,53.29999923706055,53.939998626708984,52.81999969482422,52.90999984741211,22.842065811157227,6887400,PM,yfinance
2008-05-21,53.040000915527344,53.18000030517578,51.83000183105469,51.97999954223633,22.440570831298828,6784200,PM,yfinance
