ticker,resolution_bucket,row_count,min_date,max_date,latest_close,latest_volume,r23b_quality_status,quality_status,integration_candidate_status,reason,provider,fetch_run_id,rolling_last_scan_status,rolling_last_attempt_scan_timestamp,rolling_last_success_scan_date,recommended_next_action
JFROG,EMPTY_FETCH_SYMBOL_PROVIDER_AUDIT,0,,,,,EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,R23B classified ticker as EMPTY_FETCH.,,,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:33:00,,SYMBOL_PROVIDER_AUDIT_R27B_OR_PROVIDER_FALLBACK_RETRY
KLAR,PARTIAL_HISTORY_CONTINUE_HOLD,176,2025-09-11,2026-05-22,16.247900009155273,1909270,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:33:00,,CONTINUE_PARTIAL_HISTORY_HOLD
LINE,PARTIAL_HISTORY_NEAR_MATURE_WATCH,459,2024-07-25,2026-05-22,40.2400016784668,128015,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,CONTINUE_NEAR_MATURE_WATCH_RECHECK_LATER
MNTN,PARTIAL_HISTORY_CONTINUE_HOLD,252,2025-05-22,2026-05-22,8.319999694824219,114427,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,CONTINUE_PARTIAL_HISTORY_HOLD
MPW,EMPTY_FETCH_SYMBOL_PROVIDER_AUDIT,0,,,,,EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,HELD_OUT_EMPTY_FETCH,R23B classified ticker as EMPTY_FETCH.,,,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,SYMBOL_PROVIDER_AUDIT_R27B_OR_PROVIDER_FALLBACK_RETRY
PONY,PARTIAL_HISTORY_NEAR_MATURE_WATCH,371,2024-11-27,2026-05-22,8.789999961853027,3153944,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,CONTINUE_NEAR_MATURE_WATCH_RECHECK_LATER
RDDT,PARTIAL_HISTORY_MATURE_REVIEW_PRIORITY,545,2024-03-21,2026-05-22,141.48739624023438,3067017,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,REVIEW_FOR_PARTIAL_HISTORY_MATURE_POLICY_R27B_NO_AUTO_INTEGRATION
SOLS,PARTIAL_HISTORY_CONTINUE_HOLD,149,2025-10-20,2026-05-22,81.54000091552734,342113,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,CONTINUE_PARTIAL_HISTORY_HOLD
STUB,PARTIAL_HISTORY_CONTINUE_HOLD,172,2025-09-17,2026-05-22,10.109999656677246,1598186,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,CONTINUE_PARTIAL_HISTORY_HOLD
TLN,PARTIAL_HISTORY_MATURE_REVIEW_PRIORITY,746,2023-06-02,2026-05-22,366.2513122558594,162644,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,REVIEW_FOR_PARTIAL_HISTORY_MATURE_POLICY_R27B_NO_AUTO_INTEGRATION
WOLF,PARTIAL_HISTORY_CONTINUE_HOLD,164,2025-09-29,2026-05-22,77.43499755859375,5108540,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,CONTINUE_PARTIAL_HISTORY_HOLD
WYFI,PARTIAL_HISTORY_CONTINUE_HOLD,200,2025-08-07,2026-05-22,30.674999237060547,824748,PARTIAL_HISTORY_HOLD,HELD_OUT_PARTIAL_HISTORY,HELD_OUT_PARTIAL_HISTORY,Partial history remains held out for separate policy handling.,yfinance,V18_25A_R23B_20260523_000917,SKIPPED_NO_LOCAL_DATA,2026-05-21T14:16:59,,CONTINUE_PARTIAL_HISTORY_HOLD
