step_index,step_name,purpose,required_inputs,output_file_if_implemented_later,safety_gate,modifies_production,external_data_required,allowed_now,requires_explicit_approval,notes
1,Validate enough historical signal snapshots,Ensure enough frozen dates for time-series research.,signal snapshot archive,future_snapshot_coverage_audit.csv,>=12 snapshot dates,FALSE,FALSE,TRUE,FALSE,Future controlled implementation only; V18.21I is design/read-only.
2,Validate forward outcome maturity,Confirm outcomes are mature before fill.,shadow tracker + local prices,future_outcome_maturity_audit.csv,matured rows by horizon,FALSE,FALSE,TRUE,FALSE,Future controlled implementation only; V18.21I is design/read-only.
3,Validate full-history price factor coverage,Ensure factor coverage supports backtest.,price factor coverage audit,future_factor_coverage_audit.csv,coverage threshold met,FALSE,FALSE,TRUE,FALSE,Future controlled implementation only; V18.21I is design/read-only.
4,Build research-only unified dataset,"Join frozen signals, factors, event risk, and outcomes.",validated research inputs,future_unified_backtest_dataset.csv,write to research output only,FALSE,FALSE,TRUE,FALSE,Future controlled implementation only; V18.21I is design/read-only.
5,Run leakage checks,Prevent lookahead bias.,unified dataset,future_leakage_check.csv,100% pass,FALSE,FALSE,TRUE,FALSE,Future controlled implementation only; V18.21I is design/read-only.
6,Run bucket-level research metrics,Measure factor bucket behavior.,leakage-clean dataset,future_bucket_metrics.csv,minimum sample by bucket,FALSE,FALSE,FALSE,TRUE,Future controlled implementation only; V18.21I is design/read-only.
7,Run cross-horizon validation,Check robustness across horizons.,metrics by horizon,future_cross_horizon_validation.csv,multi-horizon maturity,FALSE,FALSE,FALSE,TRUE,Future controlled implementation only; V18.21I is design/read-only.
8,Produce research-only report,Summarize non-production evidence.,validated metrics,future_backtest_research_report.md,report marked research-only,FALSE,FALSE,FALSE,TRUE,Future controlled implementation only; V18.21I is design/read-only.
9,Prohibit weight changes unless evidence gates pass,Prevent premature production changes.,evidence gate audit,future_evidence_gate_decision.csv,explicit approval and sample thresholds,FALSE,FALSE,TRUE,TRUE,Future controlled implementation only; V18.21I is design/read-only.
10,Stable snapshot before any production integration,Preserve research state.,all research outputs,future_backtest_stable_snapshot,validation fail count zero,FALSE,FALSE,TRUE,FALSE,Future controlled implementation only; V18.21I is design/read-only.
