asof_date,ticker,calendar_ticker_event_risk_coefficient,calendar_ticker_event_risk_level,hard_lock_overlay_detected,hard_lock_overlay_advisory_coefficient,final_advisory_ticker_event_risk_coefficient,final_advisory_ticker_event_risk_level,event_action_status,event_semantics_status,nearest_calendar_event_type,nearest_calendar_event_date,days_to_nearest_calendar_event,notes
2026-05-20,AA,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AAL,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AAPL,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ABR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ACLS,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ACM,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ACMR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ADBE,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ADMA,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ADSK,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AEHR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AEIS,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AEVA,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AFRM,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AGX,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ALAB,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ALM,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AMAT,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AMC,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AMD,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AMKR,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AMZN,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,CALENDAR_TICKER_EVENT_CONTEXT,MEGA_CAP_EARNINGS_EVENT,2026-07-30,71,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ANET,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,APG,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,APH,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,APLD,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,APO,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,APP,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ARGT,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ARM,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,ASML,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AVGO,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,AXON,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BABA,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BAC,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BALL,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BE,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BIDU,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BITF,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BKNG,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BLSH,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BLTE,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BN,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
2026-05-20,BSX,1.000000,NORMAL,TRUE,0.300000,0.300000,HARD_LOCK_SOURCE_DETECTED,MARKET_HARD_LOCK_OVERLAY_ADVISORY,MARKET_WIDE_OVERLAY_NOT_TICKER_SPECIFIC,,,,Final advisory coefficient separates ticker calendar risk from market-wide hard-lock overlay.
