"SourceRel","SourceZone","Line","Family","Action","DeletePermission","ReferenceText"
"scripts\run_v17_7B_universe_semantic_audit.ps1","LEGACY_V17_ROOT_SCRIPT","11","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7B_universe_semantic_audit.ps1","LEGACY_V17_ROOT_SCRIPT","12","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7B_universe_semantic_audit.ps1","LEGACY_V17_ROOT_SCRIPT","13","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_manual_daily_with_raw_universe_audit.ps1","LEGACY_V17_ROOT_SCRIPT","15","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_manual_daily_with_raw_universe_audit.ps1","LEGACY_V17_ROOT_SCRIPT","86","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_manual_daily_with_raw_universe_audit.ps1","LEGACY_V17_ROOT_SCRIPT","91","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_manual_daily_with_raw_universe_audit.ps1","LEGACY_V17_ROOT_SCRIPT","93","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_manual_daily_with_raw_universe_audit.ps1","LEGACY_V17_ROOT_SCRIPT","94","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_R1_manual_daily_with_raw105_audit.ps1","LEGACY_V17_ROOT_SCRIPT","17","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_R1_manual_daily_with_raw105_audit.ps1","LEGACY_V17_ROOT_SCRIPT","152","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_R1_manual_daily_with_raw105_audit.ps1","LEGACY_V17_ROOT_SCRIPT","158","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_R1_manual_daily_with_raw105_audit.ps1","LEGACY_V17_ROOT_SCRIPT","308","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7C_R1_manual_daily_with_raw105_audit.ps1","LEGACY_V17_ROOT_SCRIPT","342","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7D_main_compute_delta_audit.ps1","LEGACY_V17_ROOT_SCRIPT","12","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7E_removed_main_compute_inspection.ps1","LEGACY_V17_ROOT_SCRIPT","13","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7F_B_raw105_price_freshness_acceptance.ps1","LEGACY_V17_ROOT_SCRIPT","13","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_7G_R1_manual_daily_dynamic_raw105.ps1","LEGACY_V17_ROOT_SCRIPT","25","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\run_v17_8A_raw105_full_decision_daily.py","LEGACY_V17_ROOT_SCRIPT","17","V17_ROOT_SCRIPT","LEGACY_ROOT_SCRIPT_CANDIDATE_AFTER_RUNTIME_AUDIT","MAYBE_AFTER_ZERO_RUNTIME_HIT","V17_7B"
"scripts\v18\run_v18_3C_factor_shadow_daily_wrapper.ps1","CURRENT_V18_CODE","14","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3A"
"scripts\v18\run_v18_3C_factor_shadow_daily_wrapper.ps1","CURRENT_V18_CODE","39","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3A"
"scripts\v18\run_v18_3C_R1_factor_shadow_daily_quiet.ps1","CURRENT_V18_CODE","17","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3A"
"scripts\v18\run_v18_3C_R1_factor_shadow_daily_quiet.ps1","CURRENT_V18_CODE","77","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3A"
"scripts\v18\run_v18_3C_R1_factor_shadow_daily_quiet.ps1","CURRENT_V18_CODE","131","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3A"
"scripts\v18\run_v18_3D_factor_pack_shadow_extension.ps1","CURRENT_V18_CODE","5","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_factor_pack_shadow_extension.ps1","CURRENT_V18_CODE","6","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1","CURRENT_V18_CODE","9","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1","CURRENT_V18_CODE","11","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1","CURRENT_V18_CODE","12","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1","CURRENT_V18_CODE","24","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3A"
"scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1","CURRENT_V18_CODE","98","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1","CURRENT_V18_CODE","133","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_official_plus_shadow_daily.ps1","CURRENT_V18_CODE","142","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R1_official_overlap_fix.ps1","CURRENT_V18_CODE","5","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R1_official_overlap_fix.ps1","CURRENT_V18_CODE","6","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","11","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","12","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","14","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","15","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","16","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","17","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","18","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","18","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D_RAW105_FACTOR_PACK_RANKING"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","19","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","21","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","22","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","23","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","24","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","25","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","26","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","31","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","75","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","82","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","89","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","92","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3D_R2_factor_pack_current_only_daily.ps1","CURRENT_V18_CODE","127","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1","CURRENT_V18_CODE","73","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1","CURRENT_V18_CODE","78","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1","CURRENT_V18_CODE","105","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1","CURRENT_V18_CODE","124","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1","CURRENT_V18_CODE","167","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1","CURRENT_V18_CODE","170","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_3E_daily_cockpit_wrapper.ps1","CURRENT_V18_CODE","171","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\run_v18_4B_R1_final_daily_wrapper.ps1","CURRENT_V18_CODE","89","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_FINAL_DAILY"
"scripts\v18\run_v18_4G_R1_final_daily_factor_audit_wrapper.ps1","CURRENT_V18_CODE","24","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_FINAL_DAILY"
"scripts\v18\run_v18_4G_R2_stable_snapshot.ps1","CURRENT_V18_CODE","221","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_FINAL_DAILY"
"scripts\v18\run_v18_4I_R1_final_daily_promotion_merge_wrapper.ps1","CURRENT_V18_CODE","22","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_FINAL_DAILY"
"scripts\v18\run_v18_4J_R1_final_daily_read_center_wrapper.ps1","CURRENT_V18_CODE","17","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_READ_FIRST"
"scripts\v18\run_v18_4J_R2_stable_snapshot.ps1","CURRENT_V18_CODE","187","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_READ_FIRST"
"scripts\v18\run_v18_4J_read_center_cleanup.ps1","CURRENT_V18_CODE","15","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_READ_FIRST"
"scripts\v18\run_v18_4J_read_center_cleanup.ps1","CURRENT_V18_CODE","19","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_FINAL_DAILY"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","21","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v16"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","22","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v17"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","23","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v18\\factor_lab"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","24","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v18\\factor_shadow"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","25","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v18\\factor_validation"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","26","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v18\\manifests"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","27","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v18\\cockpit"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","28","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v18\\daily"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","29","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","data\\prices"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","30","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","data\\events"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","31","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V17_7B"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","32","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_3A"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","33","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_3D"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","34","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","35","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_3D"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","35","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_3D_RAW105_FACTOR_PACK_RANKING"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","36","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_CURRENT_FINAL_DAILY"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","37","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_CURRENT_READ_FIRST"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","76","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","data\\events"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","76","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","data\\prices"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","76","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v16"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","76","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v17"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","76","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V17_7B"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","76","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_3A"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","76","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_3D"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","80","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_CURRENT_FINAL_DAILY"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","80","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","V18_CURRENT_READ_FIRST"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","160","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","data\\events"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","160","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","data\\prices"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","160","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v16"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","160","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v17"
"scripts\v18\run_v18_5A_runtime_decoupling_audit.ps1","CURRENT_V18_CODE","160","SELF_AUDIT_SCRIPT","IGNORE_SELF_AUDIT_DEFINITION","NO_ACTION","outputs\\v18\\factor_lab"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","31","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","32","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","33","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","33","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D_RAW105_FACTOR_PACK_RANKING"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","34","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","35","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","521","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","557","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","581","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_factor_pack_shadow_extension.py","CURRENT_V18_CODE","632","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","88","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","88","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D_RAW105_FACTOR_PACK_RANKING"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","412","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","413","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","414","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","415","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","467","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","499","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_3D_R1_official_overlap_fix.py","CURRENT_V18_CODE","507","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","CURRENT_V18_CODE","24","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_CURRENT_RAW105_FACTOR_PACK_RANKING"
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","CURRENT_V18_CODE","25","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","CURRENT_V18_CODE","26","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D"
"scripts\v18\v18_4A_factor_forward_outcome_tracker.py","CURRENT_V18_CODE","26","OTHER","MANUAL_REVIEW","REVIEW_FIRST","V18_3D_RAW105_FACTOR_PACK_RANKING"
